run_id,class,precision,recall,f1_score,support
specaugment_ablation__lstm_seed42_no_specaugment,11,0.8064516129032258,0.9803921568627451,0.8849557522123894,51.0
specaugment_ablation__lstm_seed42_no_specaugment,12,0.0,0.0,0.0,19.0
specaugment_ablation__lstm_seed42_no_specaugment,13,0.8097731239092496,0.760655737704918,0.7844463229078613,610.0
specaugment_ablation__lstm_seed42_no_specaugment,14,0.17647058823529413,0.14285714285714285,0.15789473684210525,42.0
specaugment_ablation__lstm_seed42_no_specaugment,15,0.27586206896551724,0.6666666666666666,0.3902439024390244,12.0
specaugment_ablation__lstm_seed42_no_specaugment,macro avg,0.3143891524311797,0.34579004374581024,0.32159945097091236,1772.0
specaugment_ablation__lstm_seed42_no_specaugment,weighted avg,0.6370244863985197,0.5784424379232506,0.6023381149816479,1772.0
specaugment_ablation__mamba1_seed42_no_specaugment,0,0.0,0.0,0.0,8.0
specaugment_ablation__mamba1_seed42_no_specaugment,1,0.5287356321839081,0.7419354838709677,0.6174496644295302,62.0
specaugment_ablation__mamba1_seed42_no_specaugment,2,0.18181818181818182,0.1111111111111111,0.13793103448275862,18.0
specaugment_ablation__mamba1_seed42_no_specaugment,3,0.0,0.0,0.0,6.0
specaugment_ablation__mamba1_seed42_no_specaugment,4,0.7744565217391305,0.5357142857142857,0.6333333333333333,532.0
specaugment_ablation__mamba1_seed42_no_specaugment,5,0.22885572139303484,0.368,0.2822085889570552,125.0
specaugment_ablation__mamba1_seed42_no_specaugment,6,0.27380952380952384,0.4423076923076923,0.3382352941176471,52.0
specaugment_ablation__mamba1_seed42_no_specaugment,7,0.6637168141592921,0.625,0.6437768240343348,120.0
specaugment_ablation__mamba1_seed42_no_specaugment,8,0.04411764705882353,0.04054054054054054,0.04225352112676056,74.0
specaugment_ablation__mamba1_seed42_no_specaugment,9,0.0,0.0,0.0,2.0
specaugment_ablation__mamba1_seed42_no_specaugment,10,0.23595505617977527,0.5384615384615384,0.328125,39.0
specaugment_ablation__mamba1_seed42_no_specaugment,11,0.7903225806451613,0.9607843137254902,0.8672566371681416,51.0
specaugment_ablation__mamba1_seed42_no_specaugment,12,0.03278688524590164,0.10526315789473684,0.05,19.0
specaugment_ablation__mamba1_seed42_no_specaugment,13,0.8296296296296296,0.7344262295081967,0.7791304347826087,610.0
specaugment_ablation__mamba1_seed42_no_specaugment,14,0.05357142857142857,0.07142857142857142,0.061224489795918366,42.0
specaugment_ablation__mamba1_seed42_no_specaugment,15,0.45,0.75,0.5625,12.0
specaugment_ablation__mamba1_seed42_no_specaugment,macro avg,0.3179859764021119,0.37656080778519574,0.33396405138925556,1772.0
specaugment_ablation__mamba1_seed42_no_specaugment,weighted avg,0.6420297481516367,0.5711060948081265,0.594531725053216,1772.0
specaugment_ablation__mamba2_seed42_no_specaugment,0,0.0,0.0,0.0,8.0
specaugment_ablation__mamba2_seed42_no_specaugment,1,0.5339805825242718,0.8870967741935484,0.6666666666666666,62.0
specaugment_ablation__mamba2_seed42_no_specaugment,2,0.17391304347826086,0.2222222222222222,0.1951219512195122,18.0
specaugment_ablation__mamba2_seed42_no_specaugment,3,0.0,0.0,0.0,6.0
specaugment_ablation__mamba2_seed42_no_specaugment,4,0.8350877192982457,0.4473684210526316,0.5826193390452876,532.0
specaugment_ablation__mamba2_seed42_no_specaugment,5,0.24752475247524752,0.4,0.3058103975535168,125.0
specaugment_ablation__mamba2_seed42_no_specaugment,6,0.1827956989247312,0.3269230769230769,0.23448275862068965,52.0
specaugment_ablation__mamba2_seed42_no_specaugment,7,0.5526315789473685,0.7,0.6176470588235294,120.0
specaugment_ablation__mamba2_seed42_no_specaugment,8,0.07692307692307693,0.12162162162162163,0.09424083769633508,74.0
specaugment_ablation__mamba2_seed42_no_specaugment,9,0.0,0.0,0.0,2.0
specaugment_ablation__mamba2_seed42_no_specaugment,10,0.19047619047619047,0.41025641025641024,0.2601626016260163,39.0
specaugment_ablation__mamba2_seed42_no_specaugment,11,0.96,0.9411764705882353,0.9504950495049505,51.0
specaugment_ablation__mamba2_seed42_no_specaugment,12,0.016666666666666666,0.05263157894736842,0.02531645569620253,19.0
specaugment_ablation__mamba2_seed42_no_specaugment,13,0.8473581213307241,0.7098360655737705,0.7725245316681534,610.0
specaugment_ablation__mamba2_seed42_no_specaugment,14,0.05,0.047619047619047616,0.04878048780487805,42.0
specaugment_ablation__mamba2_seed42_no_specaugment,15,0.20588235294117646,0.5833333333333334,0.30434782608695654,12.0
specaugment_ablation__mamba2_seed42_no_specaugment,macro avg,0.30457748649912253,0.3656303138957041,0.31613849762579344,1772.0
specaugment_ablation__mamba2_seed42_no_specaugment,weighted avg,0.6609042017367597,0.5440180586907449,0.5769488766269821,1772.0
specaugment_ablation__transformer_seed42_no_specaugment,0,0.0,0.0,0.0,8.0
specaugment_ablation__transformer_seed42_no_specaugment,1,0.6049382716049383,0.7903225806451613,0.6853146853146853,62.0
specaugment_ablation__transformer_seed42_no_specaugment,2,0.04938271604938271,0.2222222222222222,0.08080808080808081,18.0
specaugment_ablation__transformer_seed42_no_specaugment,3,0.0,0.0,0.0,6.0
specaugment_ablation__transformer_seed42_no_specaugment,4,0.83984375,0.4041353383458647,0.5456852791878173,532.0
specaugment_ablation__transformer_seed42_no_specaugment,5,0.16176470588235295,0.176,0.1685823754789272,125.0
specaugment_ablation__transformer_seed42_no_specaugment,6,0.1402439024390244,0.4423076923076923,0.21296296296296297,52.0
specaugment_ablation__transformer_seed42_no_specaugment,7,0.5478260869565217,0.525,0.5361702127659574,120.0
specaugment_ablation__transformer_seed42_no_specaugment,8,0.055865921787709494,0.13513513513513514,0.07905138339920949,74.0
specaugment_ablation__transformer_seed42_no_specaugment,9,0.0,0.0,0.0,2.0
specaugment_ablation__transformer_seed42_no_specaugment,10,0.17142857142857143,0.46153846153846156,0.25,39.0
specaugment_ablation__transformer_seed42_no_specaugment,11,0.847457627118644,0.9803921568627451,0.9090909090909091,51.0
specaugment_ablation__transformer_seed42_no_specaugment,12,0.00980392156862745,0.10526315789473684,0.017937219730941704,19.0
specaugment_ablation__transformer_seed42_no_specaugment,13,0.8976109215017065,0.4311475409836066,0.5825027685492802,610.0
specaugment_ablation__transformer_seed42_no_specaugment,14,0.2,0.19047619047619047,0.1951219512195122,42.0
specaugment_ablation__transformer_seed42_no_specaugment,15,0.3125,0.4166666666666667,0.35714285714285715,12.0
specaugment_ablation__transformer_seed42_no_specaugment,macro avg,0.30241664977109245,0.3300379464424052,0.2887731678531963,1772.0
specaugment_ablation__transformer_seed42_no_specaugment,weighted avg,0.6728913128849896,0.41309255079006774,0.4858056952454233,1772.0
